cc6b743,Harold Hodgins,11 hours ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
7ea7da4,Sarah Johnston,3 weeks ago,Added function to get grades. Grades in course will now show on report page in table
5ea8776,MarkKokan,3 weeks ago,Add references to definitions in Requirements document
47f759c,Troy Nechanicky,3 weeks ago,minor edits to documentation
112e561,Troy Nechanicky,3 weeks ago,reverted design file back to good file
1605c1a,xyfke,3 weeks ago,Provided entire JSON block instead of partial blcok to when calling put function
a8814ae,xyfke,4 weeks ago,Edit modify_grade_max function in app.py
1c19d6a,pirajeev_prabaharan,4 weeks ago,APP.py host url change
74d92b4,Harold Hodgins,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
ed2096b,Harold Hodgins,4 weeks ago,Updated imports in API.py
6fc091c,Sarah Johnston,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
ce2dd0f,Sarah Johnston,4 weeks ago,When you click on grade item, brings you to upload page. Now gets students from API and they are searchable
e52ac04,Harold Hodgins,4 weeks ago,Updated python getting started file
352e501,Harold Hodgins,4 weeks ago,Logging enabled in python. Not fully configured but functional
e3e4dd9,Harold Hodgins,4 weeks ago,Updated ignore file to ignore log files
db0b986,Harold Hodgins,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
01ff6f2,Harold Hodgins,4 weeks ago,Updated app.py to print out exceptions in show_courses and set_grades. Need to move to logging when implimented
9b96f40,Harold Hodgins,4 weeks ago,Updated Course.py to use API.get_grade_items() and API.get_class_list(). Need to replace printing with proper logging
e11bfe6,Harold Hodgins,4 weeks ago,Fixed bug caused by deepcopy in User.get_courses()
c9d216f,Sarah Johnston,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
4379d4b,Sarah Johnston,4 weeks ago,API.php, OrgMember.php, GradeItem.php now working. Logout now working, except if user checks off to stay signed in, they will be immediately signed in again. courses.php shows all courses now and name
05f1e59,Harold Hodgins,4 weeks ago,Fixed wrapper imports
0f3cdf9,xyfke,4 weeks ago,modify_grade_max() added to app.py
8dbaec9,Tyler Gwynn,4 weeks ago,small typo in wrapper analysis
cdb63de,Tyler Gwynn,4 weeks ago,wrapper analysis and requirements: grammar and table of contents, image resize
bde6dee,Tyler Gwynn,4 weeks ago,wrapper analysis and requirements: grammar and table of contents, image resize
b1cdd8c,Tyler Gwynn,4 weeks ago,corrected mistake in wrapper requirements version text sorry I'm tired
fd60bd2,Tyler Gwynn,4 weeks ago,updated version text in wrapper requirements
44c9a1c,Tyler Gwynn,4 weeks ago,changed 'set' to 'put' in wrapper requirements
d0c24b5,simity,4 weeks ago,Fixed mistakes in Grade.php after testing
c8e06a1,shuaibr,4 weeks ago,Grade.php recorded errors
9d6f95e,Sarah Johnston,4 weeks ago,get() works, update_route() works, calls valence_request()
36e3449,Sarah Johnston,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
dae475d,Sarah Johnston,4 weeks ago,Removed request library for php, using curl now
05f0f3c,simity,4 weeks ago,added imports within Grade.php and fixed previous mistakes
edfbf92,Sarah Johnston,4 weeks ago,Added valence_request function in API.php
1bf8d6d,Sarah Johnston,4 weeks ago,API get_who_am_i working
5bf070a,Sarah Johnston,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
05ec532,Sarah Johnston,4 weeks ago,User authentication now works for php, added curl to get who am i
14a8980,simity,4 weeks ago,Added NumericGrade to Grade.php
a3439d3,simity,4 weeks ago,Converted Grade from python to php
e050d25,Harold Hodgins,4 weeks ago,Fixed syntax error I induced in last commit
7f96fdb,Harold Hodgins,4 weeks ago,Changed tabs -> spaces in app.py, fixed imports, fixed User to stop login loop
63d3a9a,kostaa-k,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
11224af,kostaa-k,4 weeks ago,grade_item php array syntax fixes
c6f8686,xyfke,4 weeks ago,Fix Docstring to match PEP 8 coding standard & Reordering code in constructors
35084f9,Sarah Johnston,4 weeks ago,Fixed form css issue
33c1220,Troy Nechanicky,4 weeks ago,UserTest.py: fixed paths, changed flask debug to True
1c1a69a,Sarah Johnston,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
bf6351e,Sarah Johnston,4 weeks ago,Added in routes.php (please no one delete this), fixed remaining syntax errors, did changes to get_who_am_i
f1c98b2,Sumeet Jhand,4 weeks ago,Fixed small error with a comment in Host.py caused by Eclipse.
6cf5593,Sumeet Jhand,4 weeks ago,Moved UserTest.py to unit_testing folder, fixed issues with the wrapper objects (mainly syntax errors).
dc5b15d,Sumeet Jhand,4 weeks ago,Fixed unit testing base class. Should work fine now.
26e7cf1,simity,4 weeks ago,Fixed mistakes within the course page section within the requirements doc
b38a631,simity,4 weeks ago,Added more changed within the requirments doc for user inface section 3
49c7e72,simity,4 weeks ago,Updated section 3 User Interface Design to reflect design doc
9f3eb1b,Simon Phothitay,4 weeks ago,Added prototype Unit Test for Grade class
6350fd4,Sarah Johnston,4 weeks ago,Syntax error fixes in API.php and Course.php
9248daa,shuaibr,4 weeks ago,Unit testing from PHPUnit, stack and user test
3fc6af8,shuaibr,4 weeks ago,Removed comments for fixed errors
db9c709,Troy Nechanicky,4 weeks ago,moved api routes into api.php
e00973d,Troy Nechanicky,4 weeks ago,Added worthless UserTest.php
5b98c6b,AndrewJChua,4 weeks ago,Couse.php and OrgMember.php update
dc43f43,Sarah Johnston,4 weeks ago,Added requests.php, fixed most of Syntax errors in API.php and some in Course.php
420e222,Sarah Johnston,4 weeks ago,Fixinig merge conflicts
1d9433f,Sarah Johnston,4 weeks ago,Made routes for php
7ebab55,Sarah Johnston,4 weeks ago,Made changes to php frontend from feedback from David. Changed maximum grade form and took away Upload title
5a950eb,Sarah Johnston,4 weeks ago,Moved all classes into wrapper/obj for php and python projects. Renamed unit testing folders to unit_testing. Created a routes.php for constatns in php wrapper
830ad5c,shuaibr,4 weeks ago,PHP Sttandars issue - Section 2.5 on Line 101
e262e9d,shuaibr,4 weeks ago,PHP standards issue - Section 2.5
cfbc925,shuaibr,4 weeks ago,Syntax Error noted - Line 63 and 68
18bb1ca,malthibeh,4 weeks ago,Comments
11d4638,shuaibr,4 weeks ago,Syntax error - Line 192
3c31079,shuaibr,4 weeks ago,Syntax error - Line 197
401656f,shuaibr,4 weeks ago,Syntax error on Line 124
799a0f7,shuaibr,4 weeks ago,PHP standard issue control structure
a145348,shuaibr,4 weeks ago,PHP standard 2.5 issue
f75497f,AndrewJChua,4 weeks ago,Function Comments edit
c49f147,shuaibr,4 weeks ago,Syntax error noted, cannot use function return value in write context
138c7ff,shuaibr,4 weeks ago,Syntax error noted on Line 54
7afa854,maichongju,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
5adc1bc,maichongju,4 weeks ago,Update get_course_enrollments
154c97d,kostaa-k,4 weeks ago,User mispelled for error in api.php
488669c,maichongju,4 weeks ago,Remove get_course_enrollments
4a3dcf5,kostaa-k,4 weeks ago,api.php get_user_enrollment
498484b,Lucas Boulanger,4 weeks ago,Fixed ordering of functions in python classes
6f39ab0,Troy Nechanicky,4 weeks ago,merged changes to API.get_who_am_i
1c9fa20,Troy Nechanicky,4 weeks ago,Fixed bugs in api.who_am_i, user.who_am_i, api.get (I shouldn't have fixed myself but was trying to get testing to work). Added basic UserTest.py
479b21c,kostaa-k,4 weeks ago,GradeItem class numericgradeitem
741faa0,malthibeh,4 weeks ago,Fixed functions in Host.php
1cbe311,Lucas Boulanger,4 weeks ago,Fixed function descriptions
9497b0e,shuaibr,4 weeks ago,Unit Testing guide for PHP
4fa6969,shuaibr,4 weeks ago,Unit Testing guide for Python
25a1aa9,AndrewJChua,4 weeks ago,OrgMember.php edit #1
0915cbd,HarjodhSingh,4 weeks ago,Fixed comment blocks syntax in Course.php
d5fd42f,AndrewJChua,4 weeks ago,OrgMember.php #1
6788ef0,AndrewJChua,4 weeks ago,Course.php edit 1
6f57890,AndrewJChua,4 weeks ago,Course.php first upload
fe5a8fb,kostaa-k,4 weeks ago,GradeItem.php GradeItem
92f7822,kostaa-k,4 weeks ago,Error Fix Api.PHP
c62bd2e,kostaa-k,4 weeks ago,Api.php put grade_item
3ad1918,kostaa-k,4 weeks ago,Api.php put grade
a6d6f7c,Jacob Heard,4 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
7137a57,Jacob Heard,4 weeks ago,Actually fixed index.php redirecting to token
be07d70,kostaa-k,4 weeks ago,Api.php get_grade_items
ae40152,kostaa-k,4 weeks ago,changes to API.php
91e79ee,Sumeet Jhand,4 weeks ago,Fixed indenting in OrgMember, fixed app.py User import
7eb73c5,Sophie Wang,4 weeks ago,Changed deadlines to reflect David's remarks
2dfcd5b,malthibeh,4 weeks ago,Fixed wrapper_analysis_object_diagram
c0124e9,harohodg,5 weeks ago,Fixed mispelled variable in API.get()
e663f21,kostaa-k,5 weeks ago,changes to API.php
46f1f61,Jacob Heard,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
dbf3542,Jacob Heard,5 weeks ago,Fixed index.php redirects to token issue
49d3f8a,Weibin (David) Ma,5 weeks ago,Exported gliffy to png for Flow Diagram edit
36f09b2,kostaa-k,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
26a92bc,kostaa-k,5 weeks ago,api.php change
cd4a8a3,LucBoulanger,5 weeks ago,variable name fix in API.get()
0b2616b,Harold Hodgins,5 weeks ago,Updated API.get to handle paged results. Untested
55e0a48,Harold Hodgins,5 weeks ago,Merged my changes to .gitignore
8239027,Harold Hodgins,5 weeks ago,Updated ignore file to ignore ~ files
8804b09,JGorospe24,5 weeks ago,Add Host.php file
6f2cf94,JGorospe24,5 weeks ago,API Functions PHP-IP
0f7c614,Sophie Wang,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
ad21291,Sophie Wang,5 weeks ago,Got rid of (Python and PHP) in 6.1 due to redundancy
b1bc105,Sophie Wang,5 weeks ago,Modified tools used in Tools and Techniques. Also added list of apps used to make diagrams
f6ac930,Sophie Wang,5 weeks ago,Thinned down scope, removed mention of Harold, moved image to after 1.0
25c1baf,Sophie Wang,5 weeks ago,Relinked overview with new links
47f831c,Sophie Wang,5 weeks ago,Copied definitions from requirements
96610de,Sarah Johnston,5 weeks ago,Changes before pushing to ubuntu test server for demo today
c93ac63,LucBoulanger,5 weeks ago,added get_who_am_i() to API.py
bbb8958,Lucas Boulanger,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
9af3bbc,Lucas Boulanger,5 weeks ago,added get_api_versions() and get_user_enrollments() to API.py.
24606e6,macdonaldz,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
6e40256,Troy Nechanicky,5 weeks ago,fix spelling mistake in class diagram
d14b248,macdonaldz,5 weeks ago,requirements: merged 1.5 into 1.1, 2.2 into 2.1.1 and adjusted subheadings
7d86d70,Sophie Wang,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
00e61c8,Sophie Wang,5 weeks ago,Added v4.0 Summary
491cd09,Sophie Wang,5 weeks ago,Added QA log to summary, added new docs to be presents to client
01404a6,Sophie Wang,5 weeks ago,Corrected conflicted deadlines. Alphabetized some lists of tasks in process model
43f5a53,ypang1997,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
7db3bcd,ypang1997,5 weeks ago,Checked & corrected for JSON naming consistencies: JSON grades -> Grades JSON
1b8adff,Sophie Wang,5 weeks ago,Added link to PHP test server, also added additional link in infrastructure to additional test server
b8cc6ae,Lucas Boulanger,5 weeks ago,GradeItem class finished for now
4b5fd03,Sophie Wang,5 weeks ago,Removed 5.4
9b03d2d,TylerGwynn,5 weeks ago,wrapper requirements: updated user class for real this time
c2a94b8,TylerGwynn,5 weeks ago,fixed versioning on wrapper requirements, resized image and updated user class
6a8d202,TylerGwynn,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project version notation update
97f81d6,TylerGwynn,5 weeks ago,fixed spmp and wrapper requirements' version, updated wrapper intro with info from design
12fca8e,TylerGwynn,5 weeks ago,fixed spmp and wrapper requirements' version, updated wrapper intro with info from design
8a3f5b5,Sumeet Jhand,5 weeks ago,Added the Host object back to the analysis doc
a98f3a3,Jacob Heard,5 weeks ago,minor fix to User.__init__()
8e6c1a0,Jacob Heard,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
33089ed,Jacob Heard,5 weeks ago,Completed OrgMember, User in OrgMember.py; removed User.py
ab5be49,Troy Nechanicky,5 weeks ago,added missing controllers and new confirmation prompt requirement to design
1331396,Troy Nechanicky,5 weeks ago,changed params for gradeItem.create_grade and numericGrade constructor, for clarity
a17bec4,xyfke,5 weeks ago,Edit constructor for NumericGrade class
63803ba,xyfke,5 weeks ago,Edit put_grade() in Grade.py
f1e30e3,Jacob Heard,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
cc172a0,Jacob Heard,5 weeks ago,Added grade put_grade, put_grade_item, get_grade_items
fea04ab,Troy Nechanicky,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
8fe8661,Troy Nechanicky,5 weeks ago,edited wrapper design intro
8f1dbcd,TylerGwynn,5 weeks ago,fixed reference link in SPMP
f25e44b,Sophie Wang,5 weeks ago,Fixed minor gammarical error in 5.3
3adb437,DeepRaithatha,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
611a002,Sophie Wang,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
01f18c5,Sophie Wang,5 weeks ago,Updated 4.3 grammar and consistency.
6025d04,Troy Nechanicky,5 weeks ago,fixed up notes in wrapper diagrams. Added wrapper analysis diagram (class diagram sans operations)
7fc3985,Sophie Wang,5 weeks ago,Updated Overview with corrected tense and grammar.
c826460,Troy Nechanicky,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
104c82d,Troy Nechanicky,5 weeks ago,merge
7b9ee83,Sophie Wang,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
a8447ac,maichongju,5 weeks ago,Update Course.py with new API get function
07dc849,Sophie Wang,5 weeks ago,Added details to implementation sections. Added mention of QA log document.
efef44e,Troy Nechanicky,5 weeks ago,removed blank .mdj. Finished sorting of wrapper diagram attributes and operations. Sorted requests in wrapper design doc.
1823260,Sophie Wang,5 weeks ago,Updated project timeline.Extended dates and added implementation details.
99e7b4d,sara2080,5 weeks ago,Ordered methods and attribute in alphabetical order in wrapper class diagram. Also added types to methods and attribute were needed. â€“Amardeep Sarang
b3692cc,Sarah Johnston,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
a69a825,Sarah Johnston,5 weeks ago,Added comments
546c585,Sarah Johnston,5 weeks ago,Added confirm messasge to pop-ups
8ab0159,Sarah Johnston,5 weeks ago,Redirects to token.php now
c5bd40c,Sophie Wang,5 weeks ago,Updated some roles, please DM me if you need an update
9772f1b,malthibeh,5 weeks ago,deleted
72cb208,TylerGwynn,5 weeks ago,updating out-of-date wrapper requirements doc
34d1fc4,malthibeh,5 weeks ago,html to php
7436e5d,malthibeh,5 weeks ago,html to php page
8f8def0,Sarah Johnston,5 weeks ago,Commented out token stuff
015cf3e,Sarah Johnston,5 weeks ago,Fixing merge conflicts
de607bf,Sarah Johnston,5 weeks ago,Update grade max complete. Shows success or error message. Works for form on upload.php and on error modal.
80ce290,Sarah Johnston,5 weeks ago,File upload errors now display
acaf322,Sarah Johnston,5 weeks ago,On upload with no errors, sends to report page. error_checking.php now returns empty JSON object if there are no errors
9d70001,xyfke,5 weeks ago,Fix up constructor for Grade class
20065b2,Ben Douglas,5 weeks ago,fixing '&' bug
a1a7afa,Ben Douglas,5 weeks ago,fixing Grade syntax error
f02d990,Ben Douglas,5 weeks ago,updating gitignore to ignore .pyc
d4bf65f,TylerGwynn,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project Made some changes to analysis wrapper to update to current design
ca3df67,TylerGwynn,5 weeks ago,Updated wrapper analysis to reflect changes made in design
edad5ec,Harold Hodgins,5 weeks ago,Updated debug.py so it can be used to test routes
0e7d10f,LucBoulanger,5 weeks ago,fixed a few errors from last commit
8c5b0ec,LucBoulanger,5 weeks ago,added most stuff the GradeItem (all but put_grade_item(), will fix later with API class)
5b96f04,Troy Nechanicky,5 weeks ago,added static api functions. add can_exceed_max_points attribute, can_exceed and within_max to NumericGradeItem. added constructors to gradeitem and grade. added get_grades to gradeitem. removed unnecessary Student JSON, added show_course and show_upload controllers, added references section.
f5d255d,kostaa-k,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
2afbac9,kostaa-k,5 weeks ago,API.php
08eb1f4,harohodg,5 weeks ago,Updated update_route function
61e2e85,xyfke,5 weeks ago,Remove update_grade() in Grade.py
a1a8953,xyfke,5 weeks ago,Edit methods in Grade.py
cf285ad,maichongju,5 weeks ago,Update Cource.py
74bf6eb,Sumeet Jhand,5 weeks ago,Select all button is unticked when a student is removed
31c7c04,Hind-Althabi,5 weeks ago,modified object diagram (wrapper analysis)- represent connection between entities and it connected to Application by controllers. All entities connected to the same API Functions controller
0c1428d,Hind-Althabi,5 weeks ago,remove file that I added
df34c84,Hind-Althabi,5 weeks ago,remove that I added
0dbce0b,Hind-Althabi,5 weeks ago,modified object diagram (wrapper analysis)- represent connection between entities and it connected to Application by controllers. All entities connected to the same API Functions controller
114d435,Troy Nechanicky,5 weeks ago,add can_exceed_max_points attribute to NumericGradeItem. Added detail about error handling to Design, removed HTTP codes section, fixed typos
acf97fa,Troy Nechanicky,5 weeks ago,added constructor to GradeItem
a8476bf,Sarah Johnston,5 weeks ago,Removed previous fix from dynamic_search.js
ef399c3,Jacob Heard,5 weeks ago,Erased things accidentally, fixed now
53cd857,Jacob Heard,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
4ac0de8,Jacob Heard,5 weeks ago,Fixed index.php calls to token.php
c6c5c3c,Sarah Johnston,5 weeks ago,Fixed dynamic_search, added deployment instructions for php, added http reference to design doc
48766a5,Sarah Johnston,5 weeks ago,Added docs to php site
f74eeb8,maichongju,5 weeks ago,Update Course.py. Added comment, and update to match the newest version for the design
ce52895,Troy Nechanicky,5 weeks ago,deleted unnecessary files. add error_checking to pop-up in flow diagram, don't know how to get img though. added authors and date to design.
83fdcf2,ypang1997,5 weeks ago,updated wrapper_class_diagram.mdj to have private attributes and parameter data types. Exported into img.
92c52bd,TylerGwynn,5 weeks ago,tiny formatting in wrapper's design intro
b6ec32f,HarjodhSingh,5 weeks ago,Typo fix
942f58e,HarjodhSingh,5 weeks ago,Moved http request additional info into introduction, added author
9963099,Sumeet Jhand,5 weeks ago,Select all button in PHP now works. Ticking it adds all students, unticking removes them.
26b4edb,Weibin (David) Ma,5 weeks ago,added source file for flow_diagram, fixed error pop up
e5ae57a,Weibin (David) Ma,5 weeks ago,updated flow_diagram, removed JSON parameters, added error modal
f46ae26,Sarah Johnston,5 weeks ago,Made tables alphabetical and changed JSON params to what David suggested
8c38a77,Sarah Johnston,5 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
6fc82ec,Sarah Johnston,5 weeks ago,Added php API keys for Brightspace
78b16d0,LucBoulanger,6 weeks ago,added comments to Host.py
c592db7,LucBoulanger,6 weeks ago,from API.py: removed get_user_enrollments(), get_user_enrollment(), get_who_am_i()
6315c80,maichongju,6 weeks ago,Remove get_course_members from API
391d8d2,LucBoulanger,6 weeks ago,updated GradeItem.py
7bb6a1a,Troy Nechanicky,6 weeks ago,reset wrapper design to current version
b722f68,LucBoulanger,6 weeks ago,removed get_route() and put_route(), now handled in get() and put()
0213ab1,Jacob Heard,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
42f0bb8,Jacob Heard,6 weeks ago,fixed fix
6875e6e,LucBoulanger,6 weeks ago,added check for None in update_route() for params
fe68042,Jacob Heard,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
ab68cf8,Jacob Heard,6 weeks ago,fixed route issue with get()
e4d7a85,ypang1997,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
a45a3d6,ypang1997,6 weeks ago,Exported wrapper_class_diagram as jpg, updated API_diagram.mdj
a472d01,Hind-Althabi,6 weeks ago,modified object diagram in wrapper analysis to match the changes in the design
928e4ee,HarjodhSingh,6 weeks ago,Added description of HTTP Requests
bdc280c,Sarah Johnston,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
a28ce83,Sarah Johnston,6 weeks ago,Added custom upload button to upload.php. Changed styling.
73f4f07,Lucas Boulanger,6 weeks ago,removed API.get_api_versions(), op now handled in API.get()
b737416,ypang1997,6 weeks ago,Changed public attributes to private in wrapper_class_diagram.mdj, and specified parameter types
5517b88,Troy Nechanicky,6 weeks ago,made user and params parameters null by default in api.get
96f0e9b,Sarah Johnston,6 weeks ago,Now removes error messages when you remove student on pop-up
d01c05c,Sarah Johnston,6 weeks ago,Moved all dynamic_search js logic to dynamic_search.js
e3107b2,Sarah Johnston,6 weeks ago,Changes dynamic search. Adds form from form template in HTML. Only adds if the form doesn't exist for that student yet
3014f9b,xyfke,6 weeks ago,Reorganizes order of tables in UI Design & Add Modal description
94f92fe,Sarah Johnston,6 weeks ago,Autocomplete working for php
ea4697a,Sarah Johnston,6 weeks ago,Renamed PHP files to match design
9d4131f,Sarah Johnston,6 weeks ago,Fixing merge conflicts
063089f,Troy Nechanicky,6 weeks ago,changed JSON type to dictionary type (matches current implementation, misunderstanding of what response.JSON() meant on my end)
e167677,Sarah Johnston,6 weeks ago,Documentation added to files
f26f1e9,Sarah Johnston,6 weeks ago,Error checking now works for manual and automated upload
9aa1742,Jacob Heard,6 weeks ago,Fixed get/put (API.py)
f067920,Jacob Heard,6 weeks ago,updated get/put, removed old gets/puts
364c798,Sarah Johnston,6 weeks ago,Manual upload JS object done. Calls error_checking and displays modal with errors
8bc4eda,Sarah Johnston,6 weeks ago,JS done to display modal with errors on PHP version
178dc35,Sarah Johnston,6 weeks ago,file_parse and error_checking done
7ab733d,Troy Nechanicky,6 weeks ago,fixed formatting errors in wrapper design
307bb76,Troy Nechanicky,6 weeks ago,fixed grammar mistakes in design doc that I made yesterday. Completely redid API file for wrapper. Redid parts of wrapper design doc to reflect changes.
61bbd77,Sarah Johnston,6 weeks ago,iFrame now gets JSON grades object from file upload without reloading page.
e2ab935,Sumeet Jhand,6 weeks ago,Course list page now shows appropriate messages when the user is not a TA in any course or a course does not have any grade items, added favicon to index.html
cb9cd9f,malthibeh,6 weeks ago,removed a file I created
1d0a417,malthibeh,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
f945e85,malthibeh,6 weeks ago,Changed Upload Button
7a1f0a3,LucBoulanger,6 weeks ago,removed numericGradeItem class, added it as subclass in gradeItem.py
646e189,LucBoulanger,6 weeks ago,fixed my dumb errors
ad9640c,LucBoulanger,6 weeks ago,renamed host.py to Host.py
4c6e824,Sumeet Jhand,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
6d3a004,Sumeet Jhand,6 weeks ago,Added dynamic searching, fixed logout, added NumericGradeItem and OrgMember, added ezMarker logo, fixed course list to show only courses you are a TA in, a bunch of refactoring
8aa7d37,Hind-Althabi,6 weeks ago,(analysis wrapper )- Added control objects to objects diagram
4f8065d,Troy Nechanicky,6 weeks ago,added descriptions of UI error handling, fixed JSON designs, renamed pages for consistency, corrected descriptions of interaction between back-end and UI
cda278b,Troy Nechanicky,6 weeks ago,fixed get_user_enrollments request, changed api helper functionparam type to dictionary
6d287e4,xyfke,6 weeks ago,Create methods definition for Grade.py
dfc7421,maichongju,6 weeks ago,Update Course Class (Not Done)
b285ef7,Sarah Johnston,6 weeks ago,Update coding_standards.txt
c9a9dbb,Jacob Heard,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
abd53ed,Jacob Heard,6 weeks ago,updated parse_grades_csv
98c62da,maichongju,6 weeks ago,Created host.py
9dda4a3,maichongju,6 weeks ago,Deleted API class, Update get_member matched new code
1a97ab0,Jacob Heard,6 weeks ago,Removed some accidents....
cd75b2f,Jacob Heard,6 weeks ago,Added set/put for grade items
f0aac11,Lucas Boulanger,6 weeks ago,created update_route(), get_route(), put_route(), and check_request(); updated calls to go to the new functions; lef the old functions in cause I dont know if there are any dependencies on them atm
3ca75f6,Lucas Boulanger,6 weeks ago,created get_user_enrollments, get_user_enrollment, get_who_am_i functions in API.py
f294f8a,Sarah Johnston,6 weeks ago,Added logo and favicon
a26a3aa,Sarah Johnston,6 weeks ago,Added manual_input.js. Added functionality to delete buttons on upload.php. When you click the 'x', removes that student
daf9a55,Sarah Johnston,6 weeks ago,Added PHP frontend, now up to date with Python web
1573104,maichongju,6 weeks ago,Fixed get_course_member, get_api_versions
d925dda,Sarah Johnston,6 weeks ago,Added JSON objects and expanded on PHP and Python descriptions in ezMarker design
757fb59,Sarah Johnston,6 weeks ago,Merge branch 'master' of https://github.com/Sjohnston3700/CP317_MLS_Project
2344c56,Sarah Johnston,6 weeks ago,Added available_grades.php with test data
d83a835,Troy Nechanicky,6 weeks ago,fixed minor mistakes in UI section. Changed 'update maximum' button on upload pg to input box to match modal
177a130,Troy Nechanicky,6 weeks ago,changed modal button text to 'Update maximum'
df72b06,Troy Nechanicky,6 weeks ago,minor edits to UI section, cropped report_page.png, photoshopped out 'show modal' button on upload_grade.png
9d22b88,Weibin (David) Ma,6 weeks ago,Changes to flow diagram
fff80ea,Jacob Heard,6 weeks ago,Added token.php, minor fixes
